Fecha,Aceites lubricantes,Asfalto,Bunker,Ceras,Combustible turbo jet,Diesel bajo azufre,Diesel ultra bajo azufre,Gas licuado de petróleo,Gasolina de aviación,Gasolina regular,Gasolina superior,Grasas lubricantes,Kerosina,"Mezclas
May-17,0,"8,988.46","154,619.14",0,"59,893.27",0,0,"377,492.16",976.19,"516,884.37","588,861.62",0,259.57,0,0,"212,011.70","45,402.00",0,50.28,"1,034,806.24",0,"3,000,245.00"
Jun-17,0,"12,939.27","140,581.12",0,"65,459.68",0,0,"378,328.46",952.38,"478,491.95","549,378.05",0,116.01,0,0,"184,171.01","41,171.92",0,61.51,"897,511.89",0,"2,749,163.25"
Jul-17,0,"12,151.22","119,185.53",0,"71,848.17",0,0,"369,948.64",0,"521,730.41","607,702.70",0,423.28,0,0,"242,807.96","45,818.75",0,47.6,"938,887.64",0,"2,930,551.90"
Aug-17,0,"18,295.85","147,847.74",0,"71,939.54",0,0,"385,834.28","1,142.85","514,086.57","604,650.34",0,277.29,0,0,"247,198.62","62,667.50",0,50.77,"950,188.14",0,"3,004,179.49"
Sep-17,0,"20,824.19","146,741.02",0,"50,257.31",0,0,"447,373.59",964.29,"492,618.55","560,892.67",0,332.46,0,0,"184,904.64","60,278.50",0,47.21,"894,363.58",0,"2,859,598.01"
Oct-17,0,"25,225.22","135,560.60",0,"61,015.54",0,0,"393,901.92",952.38,"512,762.32","583,658.83",0,211.74,0,0,"113,926.54","89,116.09",0,0,"935,986.17",0,"2,852,317.35"
Nov-17,0,"38,383.06","115,709.19",0,"61,290.82",0,0,"409,332.86","1,340.26","510,631.29","563,345.61",0,204.43,0,0,"146,069.01","41,866.50",0,73.33,"1,038,598.26",0,"2,926,844.62"
Dec-17,0,"31,978.30","129,000.72",0,"68,044.92",0,0,"404,574.36","1,126.19","574,097.70","635,423.76",0,108.69,0,0,"177,572.34","89,124.29",0,28.88,"1,117,711.45",0,"3,228,791.60"
Jan-18,0,"24,744.76","122,349.08",0,"68,372.98","1,105,628.89","15,763.64","421,848.92","1,142.24","528,763.30","581,802.98",0,770.4,0,0,"173,232.25","79,652.00",0,57.2,0,0,"3,124,128.64"
Feb-18,0,"21,717.40","78,815.78",0,"54,920.54","1,072,071.67","14,687.22","379,239.07",951.6,"502,041.67","545,210.00",0,404.74,0,0,"109,496.87","73,770.00",0,87.73,0,0,"2,853,414.29"
Mar-18,0,"22,287.44","158,722.77",0,"67,891.40","1,194,136.18","15,893.32","415,125.90","1,007.52","571,052.13","618,402.18",0,204.26,0,0,"274,273.30","49,749.00",0,67.08,0,0,"3,388,812.48"
Apr-18,0,"24,880.30","149,741.63",0,"65,835.66","1,108,452.97","14,929.78","370,434.61","1,404.69","526,979.67","565,665.72",0,422.67,0,0,"273,396.67","88,761.00",0,43.27,0,0,"3,190,948.64"
May-18,0,"34,587.38","188,452.23",0,"61,285.50","1,009,750.15","7,736.86","403,094.74",723.79,"544,395.17","570,129.66",0,671.9,0,0,"175,846.10","77,485.00",0,36.49,0,0,"3,074,194.97"
Jun-18,0,"40,679.67","182,142.23",0,"67,706.76","930,065.00","7,816.91","390,070.17",561.38,"518,911.44","554,431.50",0,383.47,0,0,"159,409.05","76,489.00",0,88.11,0,0,"2,928,754.69"
Jul-18,0,"54,625.85","156,567.44",0,"67,215.08","950,343.54","8,053.83","381,128.08",380.95,"541,811.12","589,775.97",0,366.65,0,0,"102,500.59","102,153.50",0,52.01,0,0,"2,954,974.60"
Aug-18,0,"50,840.69","184,168.24",0,"72,586.20","991,818.15","8,812.43","407,124.75","1,000.00","570,224.11","593,659.63",0,427.19,0,0,"204,237.65","83,143.62",0,59.71,0,0,"3,168,102.35"
Sep-18,0,"45,219.25","124,107.40",0,"59,624.17","882,303.53","7,081.41","385,717.79","1,000.00","531,285.29","551,547.83",0,96.65,0,0,"261,284.38","93,004.00",0,48.54,0,0,"2,942,320.24"
Oct-18,0,"47,762.30","120,634.52",0,"66,392.11","969,095.04","8,587.08","408,674.34",952.38,"573,751.47","579,474.43",0,187.64,0,0,"307,141.02","70,523.00",0,59.76,0,0,"3,153,235.09"
Nov-18,0,"47,250.31","100,763.50",0,"73,529.19","1,061,941.91","7,844.21","408,049.58","1,142.86","563,417.57","573,687.35",0,271.84,0,0,"286,935.32","81,713.00",0,68.01,0,0,"3,206,614.65"
Dec-18,0,"31,557.54","109,649.86",0,"79,674.76","1,106,130.25","8,369.53","421,872.09",952.38,"632,670.17","654,281.25",0,272.91,0,0,"311,858.76","94,593.00",0,57.8,0,0,"3,451,940.29"
Jan-19,"21,985.77","29,531.29","125,570.40",26.66,"75,489.04","1,152,949.52","8,625.62","421,555.41","1,000.50","596,682.75","601,714.90",595.4,259.2,475.49,286.57,"165,807.89","82,300.00","7,412.33",68.31,0,0,"3,292,337.05"
Feb-19,"18,854.82","44,387.57","133,930.96",25.75,"63,990.69","1,103,358.49","7,269.33","402,371.33",976.19,"559,109.22","565,425.02",631.57,-35.69,"1,911.93",120.08,"152,000.02","98,063.00","7,078.95",89.72,0,0,"3,159,558.95"
Mar-19,"19,205.26","63,919.13","164,290.04",0,"70,377.90","1,228,025.34","8,943.32","428,149.45","1,053.27","645,266.77","610,720.58",347.8,104.14,"2,170.21",251.71,"342,482.20","127,462.00","7,840.52",64.64,0,0,"3,720,674.28"
Apr-19,"18,390.76","43,899.02","156,945.14",873.32,"70,541.87","1,160,125.11","7,643.39","414,018.68",0.01,"657,570.18","598,956.30",552.97,-48.13,"1,944.32",15.13,"343,735.26","108,573.00","6,143.69",59.88,0,0,"3,589,939.90"
May-19,"22,640.10","66,588.87","223,361.05",745.79,"67,768.53","1,134,666.18","9,781.63","426,587.33","1,074.42","666,748.63","611,592.32",322.89,-73.5,"2,658.48",61.08,"351,666.55","121,253.00","8,595.00",63.44,0,0,"3,716,101.79"
Jun-19,"20,117.45","49,691.28","125,307.02",919.24,"67,452.06","1,012,030.47","8,360.35","399,031.61","1,003.81","641,136.56","595,744.38",296.94,86.01,0,4.12,"319,891.51","112,667.00","7,438.84",57.93,0,0,"3,361,236.58"
Jul-19,"20,426.91","74,347.22","159,021.42",35.42,"76,715.52","1,030,649.68","8,936.20","419,958.02","1,099.07","650,150.78","615,559.33",366.54,10.89,"3,134.83",-22.46,"198,491.88","135,670.00","8,447.45",65.75,0,0,"3,403,064.45"
Aug-19,"22,578.56","77,017.06","148,998.84",0,"66,531.06","1,070,198.10","9,041.15","419,493.82","1,122.94","668,783.39","632,415.70",394.36,73.61,952.38,7.26,"170,236.68","129,913.00","8,685.14",66.12,0,0,"3,426,509.17"
Sep-19,"18,104.32","62,918.62","109,518.54",0,"56,736.35","973,358.44","8,446.19","396,860.64",935.26,"616,079.30","587,861.84",306.28,80.43,"2,215.06",13.98,"142,986.06","130,578.00","8,413.38",55.4,0,0,"3,115,468.09"
Oct-19,"21,550.86","69,868.80","33,606.20",0,"61,731.51","1,043,629.53","9,433.36","433,917.15","1,193.10","669,008.77","643,044.33",391.11,193.58,"2,499.43",21.74,"225,348.50","132,696.00","9,481.17",56.76,0,0,"3,357,671.90"
Nov-19,"18,951.08","57,250.41","126,737.63",0,"63,858.30","1,122,734.55","8,998.01","430,725.89","1,125.97","643,070.35","620,572.21",397,"-1,893.08","2,479.15",30.35,"290,391.95","107,489.00","13,815.26",77.26,0,0,"3,506,811.29"
Dec-19,"19,079.56","22,845.74","115,170.39",0,"39,030.48","1,175,724.83","9,456.65","428,697.64","1,043.74","706,020.77","682,468.14",304.36,"35,074.25","2,899.75",55.04,"294,706.32","83,915.00","8,004.56",59.41,0,0,"3,624,556.63"
Jan-20,"23,464.38","12,977.57","132,814.31",0,"67,346.00","1,184,419.19","9,523.25","421,644.72","1,137.95","640,011.73","622,323.79",546.42,340.77,"2,645.63",28.01,"307,317.12","64,486.00","9,111.42",84.21,0,0,"3,500,222.47"
Feb-20,"19,558.69","23,258.89","145,923.81",0,"58,608.78","1,233,250.24","9,821.78","426,533.15",958.33,"652,028.00","633,100.05",354.64,479.92,"2,604.12",16.73,"248,778.51","104,545.19","9,281.12",73.87,0,0,"3,569,175.82"
Mar-20,"17,452.84","19,587.38","104,824.84",0,"37,280.42","1,100,813.77","10,445.97","420,637.14",946.43,"573,586.73","509,752.95",377.36,"4,564.83","1,267.79",6.83,"306,511.61","106,949.57","8,888.12",74.1,0,0,"3,223,968.68"
Apr-20,"13,476.06","17,494.20","51,247.20",0,"13,870.41","867,592.28","5,620.48","345,933.61",452.38,"458,420.85","391,773.23",362.79,145.45,0,6.84,"310,990.98","53,000.00","6,706.35",30.42,0,0,"2,537,123.53"
May-20,"13,827.56","35,550.36","139,347.72",0,"17,776.74","828,743.95","4,099.92","362,987.37",380.95,"478,771.83","407,482.52",254.57,758.66,0,31.18,"366,963.69","81,524.00","7,285.70",55.64,0,0,"2,745,842.36"
Jun-20,"17,170.47","33,842.05","114,881.57",0,"17,381.30","782,327.99","7,406.06","402,541.02",462.88,"516,933.60","388,952.81",268.12,171.89,0,51.15,"327,627.60","70,605.00","7,672.90",60.2,0,0,"2,688,356.61"
Jul-20,"18,373.04","43,939.07","119,704.27",0,"19,154.50","870,354.89","5,067.16","423,328.22",571.45,"567,052.50","462,380.81",547.48,297.79,0,25.44,"281,593.37","86,576.00","9,327.62",69.68,0,0,"2,908,363.29"
Aug-20,"21,877.37","33,601.74","129,081.54",0,"19,506.82","885,200.72","9,764.89","483,695.90","1,017.10","647,375.58","574,379.33",385.18,346.31,0,12.4,"274,835.24","94,364.00","7,451.79",80.22,0,0,"3,182,976.13"
Sep-20,"21,879.53","26,005.63","123,261.01",0,"20,238.47","959,013.35","9,735.38","439,581.36",948.8,"661,665.58","610,445.10",509,287.45,356.4,35.69,"158,485.71","95,762.00","11,629.83",54.92,0,0,"3,139,895.21"
Oct-20,"22,655.15","37,876.73","117,108.19",0,"29,115.90","1,064,005.30","16,475.25","459,312.45","1,142.86","680,362.07","648,582.82",468.37,266.74,0,29.42,"254,131.92","128,310.00","12,831.92",68.1,0,0,"3,472,743.19"
Nov-20,"21,903.24","28,761.42","111,855.80",0,"33,878.65","1,072,873.46","10,704.69","421,504.59","1,142.86","652,630.16","639,856.62",407.14,231.18,933.81,66.48,"209,982.62","91,526.00","10,883.80",70.08,0,0,"3,309,212.60"
Dec-20,"21,166.56","27,190.81","162,734.65",0,"38,849.97","1,276,290.85","12,819.54","481,068.86","1,312.55","768,193.03","760,695.45",547.1,"-4,603.49","1,116.47",52.58,"243,519.81","118,168.00","13,060.54",73.41,0,0,"3,922,256.69"
Jan-21,"29,777.89","26,925.55","110,449.89",0,"37,507.18","1,220,637.86","12,064.41","485,759.13",940.9,"685,942.97","655,512.66",452.5,"5,223.09",274.48,88.32,"128,264.67","108,756.00","13,975.11",0,0,0,"3,522,552.61"
Feb-21,"20,350.18","21,953.78","146,527.38",0,"37,044.54","1,272,608.93","10,943.51","447,847.05","1,010.16","669,312.88","621,712.09",709.18,-308.7,0,42.85,"286,352.94","110,937.00","9,954.97",0,0,0,"3,656,998.74"
Mar-21,"27,765.93","29,164.03","153,583.54",0,"36,954.44","1,417,379.54","10,508.49","513,966.39","1,291.15","773,453.52","692,240.49",417.13,116.17,0,95.13,"187,420.65","104,570.00","11,349.78",0,0,0,"3,960,276.38"
Apr-21,"25,695.84","39,782.05","128,870.62",0,"50,964.69","1,268,491.30","9,876.20","466,275.27","1,029.93","688,389.03","610,310.75",441.82,71.76,83,31.83,"222,753.58","108,795.00","12,887.39",0,0,0,"3,634,750.06"
May-21,"24,652.39","49,044.75","124,558.01",160,"52,492.11","1,188,222.54","12,741.15","475,018.36",935.05,"707,336.38","643,076.84",237.83,9.43,516.7,54.68,"208,306.63","122,958.00","11,316.86",0,0,0,"3,621,637.71"
Jun-21,"23,178.27","29,579.19","130,750.30",0,"56,780.29","1,128,077.11","10,188.84","475,462.79","1,118.33","692,598.71","637,332.81",319.61,66.04,217,525.04,"221,867.31","112,843.00","4,353.63",0,0,0,"3,525,258.27"
Jul-21,"26,087.78","28,594.62","161,178.68",0,"59,802.43","1,197,398.40","11,250.16","500,478.60","1,116.71","740,193.13","665,472.94",272.62,-105.71,353,193.49,"247,257.05","89,715.00","13,270.25",0,0,0,"3,742,529.15"
Aug-21,"22,702.60","28,571.40","108,263.65",0,"50,494.29","1,104,625.93","10,524.54","492,629.81","1,034.76","668,221.54","636,824.61",480.63,73.11,380,0.75,"209,382.44","118,471.00","10,196.20",0,0,0,"3,462,877.26"
Sep-21,"24,886.79","16,940.81","119,053.02",73.32,"54,470.85","1,102,655.34","10,578.96","493,058.47","1,128.98","670,418.80","605,257.76",316.84,151.91,345,6.86,"186,654.68","91,068.00","7,911.30",0,0,0,"3,384,977.69"
Oct-21,"22,594.68","22,006.99","111,134.14",0,"55,352.31","1,166,983.39","10,922.71","497,279.70",374.12,"718,676.32","675,821.54",294.75,-321.14,"1,350.00",0.13,"481,888.42","105,591.55","7,075.41",0,0,0,"3,877,025.02"
Nov-21,"24,166.33","23,458.00","104,401.79",0,"61,963.26","1,223,817.11","10,724.39","480,432.29","1,419.33","708,246.27","641,916.40",329.07,114.64,0,25.16,"301,772.78","86,090.12","14,335.88",0,0,0,"3,683,212.82"
Dec-21,"22,777.04","29,373.31","148,010.70",0,"70,251.79","1,380,064.62","14,349.94","531,775.93","1,310.74","821,882.15","768,102.83",174.21,161.85,0,1.74,"330,630.31","107,199.79","12,026.93",0,0,0,"4,238,093.88"
Jan-22,"26,398.49","26,627.95","123,738.00",0,"61,396.28","1,281,083.25","13,681.79","513,015.93","1,521.19","683,031.84","621,512.78","5,249.84",188.33,0,0.1,"349,200.82","97,622.50","9,395.75",0,0,0,"3,813,664.84"
Feb-22,"28,690.37","22,671.15","113,402.81",0,"54,437.25","1,267,195.10","8,915.36","519,921.04",947.72,"661,521.58","592,106.14","3,609.39",126.45,0,2.52,"440,976.25","119,968.05","6,436.35",0,0,0,"3,840,927.53"
Mar-22,"29,464.78","31,004.35","154,357.45",0,"66,914.62","1,335,367.84","10,326.27","483,657.43","1,523.81","701,819.65","598,038.47","4,287.51",141.38,"1,500.00",134.92,"455,044.70","128,886.16","7,693.95",0,0,0,"4,010,163.29"
Apr-22,"25,782.82","16,827.45","133,668.15",-11.79,"69,048.36","1,288,232.70","9,065.57","493,178.40","1,390.31","812,059.06","569,199.43","7,109.72",160.61,652,394.46,"405,287.72","104,909.33","5,358.26",0,0,0,"3,942,312.56"
May-22,"25,853.21","21,737.46","167,050.20",-82.52,"71,003.32","1,109,576.77","8,920.19","515,616.02","1,333.33","791,824.98","483,991.63","4,737.69",426.14,728.29,166.74,"409,436.09","101,345.62","9,698.39",0,0,0,"3,723,363.55"
Jun-22,"25,887.94","19,273.76","104,641.21",14.47,"68,988.11","1,102,689.46","9,445.02","513,914.27","1,338.21","781,009.47","507,260.42","4,057.90",797.57,"2,105.56",0.5,"362,269.01","99,404.50","7,380.71",0,0,0,"3,610,478.09"
Jul-22,"21,393.25","27,249.06","107,271.87",15.71,"70,983.86","1,125,984.15","9,177.23","513,619.25","1,142.86","788,841.46","554,496.90","7,441.02",536.57,"1,519.74",153.09,"432,128.63","96,843.79","7,556.06",0,0,0,"3,766,354.50"
Aug-22,"23,208.91","33,587.39","109,190.19",-143,"74,443.19","1,107,348.96","9,928.60","541,273.94","1,292.79","784,468.32","581,844.42","6,487.42",211.02,"1,573.56",98.6,"462,195.76","115,875.47","7,619.59",0,0,0,"3,860,505.13"
Sep-22,"22,348.19","39,127.46","135,728.17",0,"63,518.27","1,202,883.03","10,663.38","479,529.68","1,129.28","760,396.15","570,632.20","4,177.49",88.55,"2,452.28",46.75,"404,922.34","100,738.00","8,249.40",0,0,0,"3,806,630.62"
Oct-22,"25,580.00","55,160.16","131,645.27",-94.29,"54,757.41","979,243.31","8,890.20","545,823.45","1,138.12","768,784.36","573,943.48","7,409.45",241.35,"1,914.45",37.27,"352,332.22","123,296.80","10,662.76",0,0,0,"3,640,765.77"
Nov-22,"25,768.80","72,337.43","139,804.79",-439.19,"67,178.42","1,165,294.16","10,785.62","528,393.77","1,112.59","771,173.12","572,163.23","5,610.95",-3.33,"1,598.96",67.94,"748,589.98","137,937.12","11,728.21",0,0,0,"4,259,102.57"
Dec-22,"25,304.91","57,533.95","135,803.78",-286.43,"94,150.68","1,241,281.79","8,940.56","556,737.22","1,320.96","865,851.44","635,953.46","3,668.38",362.38,"1,786.75",60.41,"283,650.41","135,988.00","6,824.75",0,0,0,"4,054,933.40"
Jan-23,"26,561.43","77,035.87","105,294.71",-380.72,"73,581.22","1,285,932.51","9,391.16","574,148.00","1,224.04","804,524.73","599,501.29","5,654.81",540.21,"2,222.59",142.63,"427,535.42","112,435.87","7,647.92",0,0,0,"4,112,993.69"
Feb-23,"25,841.91","74,416.24","116,577.42",-287.62,"66,761.16","1,226,884.63","8,398.95","497,273.19","1,134.43","737,345.64","544,144.00",510.4,935.55,"1,133.80",145.61,"311,098.09","100,237.67","16,166.19",0,0,0,"3,728,717.26"
Mar-23,"31,025.18","69,630.40","194,492.83",,"83,431.51","1,463,008.43","11,462.71","588,892.16","1,514.78","875,010.34","656,941.64",481.54,"-1,882.43","2,024.49",268.68,"311,475.22","112,090.14","12,781.27",0,0,0,"4,412,648.89"
Apr-23,"23,786.29","74,654.67","157,844.83",-841.64,"80,733.64","1,247,899.39","10,553.37","513,919.89","1,390.03","798,128.36","586,642.20",415.69,"-1,568.78",940.32,108.23,"322,290.11","96,434.73","13,410.95",0,0,0,"3,926,742.28"
May-23,"27,142.62","76,296.87","221,002.66",-797.34,"73,860.95","1,346,554.12","12,201.45","561,767.17","1,790.83","866,826.79","646,221.20",526.03,"-2,825.20","1,652.70",117,"508,981.62","114,448.93","15,367.18",0,0,0,"4,471,135.58"
Jun-23,"20,984.44","61,945.89","278,395.87",-141.21,"83,670.38","1,159,045.92","11,006.74","532,138.90","1,757.38","782,745.17","616,290.21",251.49,-242.23,"1,479.62",244.37,"477,277.35","103,883.51","13,786.74",0,0,0,"4,144,520.54"
Jul-23,"26,154.75","51,822.56","184,922.99",-300.65,"86,543.50","1,178,454.37","10,322.55","521,833.56","1,668.74","825,219.05","642,098.16",124.47,61.33,"1,742.72",289.82,"463,783.28","103,263.65","18,098.98",0,0,0,"4,116,103.83"
Aug-23,"28,448.14","36,555.03","177,433.27",-370.81,"85,858.76","1,222,453.19","11,621.18","543,825.64","1,496.00","851,754.02","632,333.40",570.27,94.24,"1,289.49",322.29,"578,024.40","118,906.90","21,312.71",0,0,0,"4,311,928.12"
Sep-23,"26,664.59","30,992.39","153,538.96",0,"78,170.33","1,103,622.25","10,333.31","517,699.48","1,309.79","799,852.73","597,670.26",418.09,58.97,"1,580.67",407.86,"466,772.04","98,530.47","10,044.27",0,0,0,"3,897,666.46"
Oct-23,"17,666.08","16,064.27","140,794.11",-231.53,"61,988.69","998,113.39","9,768.00","495,261.14","1,871.98","728,741.16","531,542.58",163.86,35.57,"1,538.41",48.39,"320,934.87","16,701.00","16,998.76",0,0,0,"3,358,000.73"
Nov-23,"27,621.73","20,210.70","139,849.79",0,"87,293.60","1,248,223.75","11,149.45","530,542.42","1,142.86","807,947.98","632,180.03",239.31,362.38,"1,653.74",59.66,"277,411.44","96,347.00","12,303.72",0,0,0,"3,894,539.56"
Dec-23,"24,983.37","14,626.67","177,249.65",-572.63,"96,335.03","1,334,692.15","10,583.80","541,263.18","1,511.90","880,233.12","691,389.62",146.53,113.22,"1,283.82",2.18,"371,910.12","80,461.30","14,748.21",0,0,0,"4,240,961.24"
Jan-24,"28,739.00","11,541.39","155,857.44",-425.4,"101,931.98","1,359,012.49","12,753.66","548,124.45","1,428.57","830,708.13","658,083.66",497.12,58.93,"2,211.55",63,"494,201.60","91,360.15","14,764.28",0,0,0,"4,310,912.00"
Feb-24,"26,061.54","16,710.19","116,497.67",-374.79,"90,032.19","1,340,174.42","12,428.51","526,897.85","1,140.33","818,740.16","654,059.60",-593.71,-405.69,"2,061.43",42.15,"307,639.83","80,009.60","21,105.25",0,0,0,"4,012,226.53"
Mar-24,"25,159.01","13,146.14","243,839.73",-124.51,"92,065.02","1,393,324.52","12,378.90","523,990.91","1,510.75","870,771.70","671,997.05",646.23,94.17,"1,709.22",0.9,"534,218.36","87,066.32","5,069.30",0,0,0,"4,476,863.72"
Apr-24,"30,759.23","12,942.60","169,259.07",-408.66,"84,078.82","1,428,143.44","13,960.16","531,880.19","1,495.49","847,353.15","633,520.57",539.51,23.45,"2,209.47",49.32,"270,494.00","76,628.15","18,204.87",0,0,0,"4,121,132.83"
May-24,"27,925.45","10,648.82","407,622.36",-679.88,"88,754.57","1,401,052.37","11,513.25","536,754.38","1,605.58","894,533.14","692,427.94",217.62,93.45,"1,934.08",239.14,"522,187.82","85,210.78","14,524.46",0,0,0,"4,696,565.33"